customer_id,last_order_time,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment_name
13144,2010-10-04 14:14:00,431,1,24.4,2,3,1,6,sleeping
13032,2010-09-06 14:46:00,459,1,22.5,2,3,1,6,sleeping
14745,2010-07-06 13:56:00,521,1,17.0,2,3,1,6,sleeping
14900,2010-07-05 15:09:00,522,1,13.919999999999998,2,3,1,6,sleeping
17257,2010-09-29 12:51:00,436,1,13.68,2,3,1,6,sleeping
16422,2010-09-26 14:02:00,439,1,10.14,2,3,1,6,sleeping
14316,2010-06-10 17:11:00,547,1,9.0,2,3,1,6,sleeping
16401,2010-08-20 15:21:00,476,1,8.5,2,3,1,6,sleeping
17454,2010-01-15 15:40:00,693,1,158.9,1,3,1,5,sleeping
12898,2010-02-18 12:36:00,659,1,158.32,1,3,1,5,sleeping
14852,2010-03-05 15:21:00,644,1,157.74,1,3,1,5,sleeping
15795,2010-03-05 13:57:00,644,1,156.9,1,3,1,5,sleeping
13259,2010-01-10 10:26:00,698,1,152.05,1,3,1,5,sleeping
16681,2010-03-08 14:10:00,641,1,151.5,1,3,1,5,sleeping
14798,2010-04-08 08:31:00,610,1,147.12,1,3,1,5,sleeping
17262,2010-05-19 10:38:00,569,1,145.2,1,3,1,5,sleeping
16699,2010-03-25 13:41:00,624,1,141.29999999999998,1,3,1,5,sleeping
12844,2010-04-25 11:51:00,593,1,123.03,1,3,1,5,sleeping
18281,2010-05-11 10:49:00,577,1,120.32,1,3,1,5,sleeping
16291,2010-01-26 16:26:00,682,1,117.72,1,3,1,5,sleeping
18101,2010-02-03 13:52:00,674,1,112.5,1,3,1,5,sleeping
13957,2010-02-19 10:32:00,658,1,102.84,1,3,1,5,sleeping
17065,2010-03-12 11:41:00,637,1,97.35,1,3,1,5,sleeping
14010,2010-05-23 13:00:00,565,1,94.05,1,3,1,5,sleeping
12703,2010-03-15 09:20:00,634,1,92.0,1,3,1,5,sleeping
16564,2010-05-19 14:41:00,569,1,87.8,1,3,1,5,sleeping
13327,2010-01-26 17:26:00,682,1,81.61,1,3,1,5,sleeping
12439,2010-01-26 12:11:00,682,1,76.52000000000001,1,3,1,5,sleeping
13208,2009-12-03 13:25:00,736,1,61.12,1,3,1,5,sleeping
13407,2010-05-10 12:41:00,578,1,59.699999999999996,1,3,1,5,sleeping
13835,2010-03-24 12:32:00,625,1,59.5,1,3,1,5,sleeping
12484,2010-02-28 11:55:00,649,1,45.0,1,3,1,5,sleeping
17888,2010-02-01 12:13:00,676,1,35.400000000000006,1,3,1,5,sleeping
15149,2010-05-12 16:04:00,576,1,30.0,1,3,1,5,sleeping
14505,2010-03-30 12:16:00,619,1,26.75,1,3,1,5,sleeping
15581,2009-12-22 12:38:00,717,1,22.96,1,3,1,5,sleeping
12346,2010-01-22 13:30:00,686,1,22.5,1,3,1,5,sleeping
15097,2010-05-05 14:33:00,583,1,17.700000000000003,1,3,1,5,sleeping
17889,2010-03-31 10:54:00,618,1,16.44,1,3,1,5,sleeping
15885,2010-01-27 13:26:00,681,1,15.9,1,3,1,5,sleeping
16104,2009-12-13 10:56:00,726,1,15.5,1,3,1,5,sleeping
14987,2009-12-21 11:14:00,718,1,7.95,1,3,1,5,sleeping
